GENE	CHR	START	END	GENEID
C11orf42	11	6226796	6232362	ENSG00000180878
SCRIB	8	144873090	144897549	ENSG00000180900
FAM83H	8	144806103	144815971	ENSG00000180921
ZNF572	8	125985540	125991631	ENSG00000180938
OR52N2	11	5841544	5842578	ENSG00000180988
OR52N4	11	5775923	5776959	ENSG00000181074
EHMT1	9	140513444	140764468	ENSG00000181090
	8	144778324	144780583	ENSG00000181097
OR52P1P	11	5747732	5748694	ENSG00000181109
ZNF707	8	144766622	144796068	ENSG00000181135
DHTKD1	10	12110971	12165224	ENSG00000181192
PENK	8	57349233	57359293	ENSG00000181195
ZNF746	7	149169885	149194908	ENSG00000181220
TMEM136	11	120195838	120204391	ENSG00000181264
FRAT2	10	99092255	99094458	ENSG00000181274
	9	14511	29739	ENSG00000181404
DDN	12	49388932	49393092	ENSG00000181418
ZNF467	7	149461271	149470568	ENSG00000181444
TNFSF15	9	117546915	117568406	ENSG00000181634
ZFP41	8	144328991	144344875	ENSG00000181638
PHLDA2	11	2949503	2950685	ENSG00000181649
ATG9B	7	150709297	150721586	ENSG00000181652
PLAG1	8	57073463	57123883	ENSG00000181690
TMEM252	9	71151496	71155783	ENSG00000181778
BAI1	8	143530791	143626370	ENSG00000181790
CELF2-AS1	10	11358797	11361847	ENSG00000181800
SLC35C1	11	45825623	45834566	ENSG00000181830
RNF41	12	56598285	56615717	ENSG00000181852
	11	64216546	64219126	ENSG00000181908
ADO	10	64564516	64568238	ENSG00000181915
COA4	11	73583712	73588033	ENSG00000181924
PRKAG1	12	49396057	49412980	ENSG00000181929
OR52K2	11	4470525	4471591	ENSG00000181963
RTKN2	10	63942794	64028466	ENSG00000182010
CHST15	10	125767184	125853206	ENSG00000182022
TRPC2	11	3631131	3658789	ENSG00000182048
ERCC6L2	9	98637983	98776842	ENSG00000182150
MRPL41	9	140445651	140447007	ENSG00000182154
MRPS16	10	75006510	75012451	ENSG00000182180
EXT1	8	118806729	119124092	ENSG00000182197
SHMT2	12	57623110	57628718	ENSG00000182199
MOB2	11	1490687	1522477	ENSG00000182208
B4GALNT4	11	369796	382116	ENSG00000182272
C8orf33	8	146277764	146281416	ENSG00000182307
	8	8175258	8244008	ENSG00000182319
FBXL6	8	145579091	145583036	ENSG00000182325
C1S	12	7096351	7178336	ENSG00000182326
LIPF	10	90424198	90438571	ENSG00000182333
	9	5084999	5086112	ENSG00000182347
KBTBD3	11	105921825	105948492	ENSG00000182359
FAM27A	9	45727107	45728274	ENSG00000182368
CLN8	8	1703944	1734738	ENSG00000182372
NXPH4	12	57610578	57620232	ENSG00000182379
MFSD5	12	53645035	53648189	ENSG00000182544
LINC01006	7	156264890	156433286	ENSG00000182648
TSKU	11	76493295	76509198	ENSG00000182704
MAFA	8	144501352	144512576	ENSG00000182759
TMEM198B	12	56223529	56230030	ENSG00000182796
C11orf54	11	93474757	93497915	ENSG00000182919
SRPR	11	126132814	126139039	ENSG00000182934
CADM1	11	115039938	115375675	ENSG00000182985
C12orf60	12	14956506	15059520	ENSG00000182993
AP2A2	11	924894	1012239	ENSG00000183020
CAMK1D	10	12391481	12877545	ENSG00000183049
CSMD1	8	2792875	4852494	ENSG00000183117
PTGDR2	11	60618413	60623444	ENSG00000183134
GPR19	12	12813825	12849141	ENSG00000183150
	8	37592279	37594944	ENSG00000183154
FANCF	11	22644079	22647387	ENSG00000183161
DAZAP2	12	51632076	51665146	ENSG00000183283
ZNF623	8	144718183	144735900	ENSG00000183309
JRKL	11	96123153	96240738	ENSG00000183340
KIAA2026	9	5881596	6007901	ENSG00000183354
KLRC4	12	10559983	10562356	ENSG00000183542
	11	3011093	3012563	ENSG00000183562
SFXN4	10	120900279	120925179	ENSG00000183605
ZNF438	10	31109136	31320866	ENSG00000183621
TRMT12	8	125463048	125474391	ENSG00000183665
NPBWR1	8	53850991	53853677	ENSG00000183729
ASCL2	11	2289725	2292182	ENSG00000183734
ZNF703	8	37553269	37557537	ENSG00000183779
C9orf66	9	213108	215893	ENSG00000183784
OLFML1	11	7506619	7532608	ENSG00000183801
RBM12B	8	94741584	94753245	ENSG00000183808
HTR7P1	12	13152812	13155768	ENSG00000183935
DENND5A	11	9160372	9286937	ENSG00000184014
LRTOMT	11	71791382	71821828	ENSG00000184154
OAF	11	120081475	120101041	ENSG00000184232
POU6F1	12	51580719	51611477	ENSG00000184271
TSSC4	11	2421718	2425106	ENSG00000184281
CLECL1	12	9868456	9885895	ENSG00000184293
MRGPRE	11	3248928	3253616	ENSG00000184350
PKP3	11	392614	404908	ENSG00000184363
MAML2	11	95709762	96076344	ENSG00000184384
TOP1MT	8	144386554	144442149	ENSG00000184428
PTP4A3	8	142402093	142441620	ENSG00000184489
CEND1	11	787104	790123	ENSG00000184524
DUSP8	11	1575274	1593150	ENSG00000184545
LPAR5	12	6728001	6745613	ENSG00000184574
NELL2	12	44902058	45315631	ENSG00000184613
CDCA2	8	25316513	25365436	ENSG00000184661
OR7E14P	11	17035545	17074583	ENSG00000184669
C11orf89	11	1910375	1912084	ENSG00000184682
OR51M1	11	5410607	5411664	ENSG00000184698
RNLS	10	90033621	90344287	ENSG00000184719
ATL3	11	63391559	63439393	ENSG00000184743
RBM33	7	155437145	155574179	ENSG00000184863
NUTM2A	10	88985205	88996665	ENSG00000184923
LCN12	9	139844003	139849949	ENSG00000184925
MUC6	11	1012821	1036706	ENSG00000184956
DGAT1	8	145539954	145550573	ENSG00000185000
AP3M1	10	75881524	75910821	ENSG00000185009
CA13	8	86132816	86196302	ENSG00000185015
INTS5	11	62414320	62420774	ENSG00000185085
ANO9	11	417933	442011	ENSG00000185101
HSF1	8	145515280	145538385	ENSG00000185122
SIGIRR	11	405716	417455	ENSG00000185187
NRBP2	8	144915764	144924200	ENSG00000185189
IFITM2	11	307631	315272	ENSG00000185201
PRMT3	11	20409076	20530840	ENSG00000185238
CDNF	10	14861249	14880574	ENSG00000185267
SFTPA2	10	81315608	81320153	ENSG00000185303
METTL7A	12	51317255	51326300	ENSG00000185432
TMEM179B	11	62554887	62557877	ENSG00000185475
KRT6B	12	52840435	52845910	ENSG00000185479
STAC3	12	57637236	57644976	ENSG00000185482
IRF7	11	612553	615999	ENSG00000185507
C11orf35	11	554855	560779	ENSG00000185522
PRKG1	10	52750945	54058110	ENSG00000185532
OLFML2A	9	127539437	127577164	ENSG00000185585
SP1	12	53773960	53810230	ENSG00000185591
PSMD13	11	236546	252983	ENSG00000185627
NDUFA4L2	12	57628686	57634498	ENSG00000185633
KRT79	12	53215194	53228079	ENSG00000185640
PMEL	12	56347889	56367101	ENSG00000185664
ZBTB3	11	62515791	62521660	ENSG00000185670
MYBL1	8	67474410	67526482	ENSG00000185697
YTHDF3	8	64081112	64125346	ENSG00000185728
ZNF696	8	144371846	144380231	ENSG00000185730
ADARB2	10	1228073	1779670	ENSG00000185736
IFIT1	10	91152303	91163745	ENSG00000185745
SLC52A2	8	145577795	145584932	ENSG00000185803
THNSL1	10	25305587	25315593	ENSG00000185875
IFITM1	11	313506	315272	ENSG00000185885
POMK	8	42948658	42978577	ENSG00000185900
PTCH1	9	98205262	98279339	ENSG00000185920
CALHM1	10	105213144	105218645	ENSG00000185933
FAM186A	12	50720013	50790405	ENSG00000185958
BICD2	9	95473645	95527094	ENSG00000185963
CCIN	9	36169389	36171329	ENSG00000185972
KRT73	12	53001354	53012343	ENSG00000186049
KRT5	12	52908359	52914471	ENSG00000186081
CYP2R1	11	14899553	14913798	ENSG00000186104
ANKRD46	8	101521980	101572012	ENSG00000186106
ZBTB6	9	125670335	125675609	ENSG00000186130
CCDC84	11	118868852	118886501	ENSG00000186166
BCL9L	11	118764584	118796317	ENSG00000186174
FFAR4	10	95326422	95364237	ENSG00000186188
SAPCD2	9	139956581	139965040	ENSG00000186193
KDM4D	11	94706845	94732682	ENSG00000186280
BACE1	11	117156402	117186975	ENSG00000186318
RXRA	9	137208944	137332431	ENSG00000186350
C9orf47	9	91605778	91611055	ENSG00000186354
AQP7P1	9	67272038	67289492	ENSG00000186466
INSIG1	7	155089486	155101945	ENSG00000186480
FAM86B1	8	12039605	12051642	ENSG00000186523
SPATC1	8	145086582	145101933	ENSG00000186583
ARAP1	11	72396114	72504644	ENSG00000186635
KIF24	9	34252379	34329198	ENSG00000186638
PDE2A	11	72287185	72385635	ENSG00000186642
PRG2	11	57154267	57158130	ENSG00000186652
ZFP91	11	58346584	58388515	ENSG00000186660
BCDIN3D	12	50231573	50236912	ENSG00000186666
PDZD7	10	102767440	102790890	ENSG00000186862
RTN4RL2	11	57228022	57245007	ENSG00000186907
ZNF395	8	28203102	28260218	ENSG00000186918
CHCHD2P9	9	82006219	82006674	ENSG00000186940
PNLIPRP1	10	118349897	118368687	ENSG00000187021
PTRH1	9	130455257	130487152	ENSG00000187024
TMEM216	11	61159159	61166335	ENSG00000187049
TMEM262	11	64852451	64856847	ENSG00000187066
TEAD1	11	12695969	12966298	ENSG00000187079
SLIT1	10	98757795	98945677	ENSG00000187122
AKR1C1	10	4934796	5025475	ENSG00000187134
KIAA1598	10	118643742	118886097	ENSG00000187164
H1FNT	12	48722763	48724062	ENSG00000187166
	9	34664160	34666109	ENSG00000187186
GCNT1	9	79034752	79122332	ENSG00000187210
FNBP1	9	132649466	132805473	ENSG00000187239
DYNC2H1	11	102980160	103350591	ENSG00000187240
WDR86	7	151072995	151107813	ENSG00000187260
C11orf96	11	43946892	43965888	ENSG00000187479
KCNJ11	11	17407406	17410878	ENSG00000187486
HSPA14	10	14880163	14913740	ENSG00000187522
DPPA3	12	7864050	7870155	ENSG00000187569
EXD3	9	140201348	140317714	ENSG00000187609
TMEM203	9	140098534	140100090	ENSG00000187713
DNAJB13	11	73661364	73681411	ENSG00000187726
TCEA1	8	54879112	54935089	ENSG00000187735
SECISBP2	9	91933421	91974557	ENSG00000187742
SEMA4D	9	91975702	92113045	ENSG00000187764
MCRS1	12	49950327	49961936	ENSG00000187778
CARD9	9	139256355	139268133	ENSG00000187796
EIF4EBP1	8	37887859	37917883	ENSG00000187840
FAM122A	9	71394964	71398609	ENSG00000187866
OR51I2	11	5474638	5475707	ENSG00000187918
LCN10	9	139632619	139637808	ENSG00000187922
OVCH1	12	29565407	29650619	ENSG00000187950
CYHR1	8	145674965	145691060	ENSG00000187954
COL14A1	8	121072019	121384275	ENSG00000187955
ANKRD19P	9	95571670	95650975	ENSG00000187984
C11orf95	11	63527364	63536113	ENSG00000188070
SCGB1C1	11	193080	194573	ENSG00000188076
NUTM2G	9	99690592	99702535	ENSG00000188152
NUTM2B	10	81462983	81474437	ENSG00000188199
NCR3LG1	11	17373273	17398888	ENSG00000188211
TUBB4B	9	140135665	140138159	ENSG00000188229
AGAP4	10	46321042	46349323	ENSG00000188234
CENPP	9	95087766	95382815	ENSG00000188312
ENO4	10	118609023	118671299	ENSG00000188316
FAM92A1	8	94710789	94743755	ENSG00000188343
FOCAD	9	20658308	20995954	ENSG00000188352
H3F3C	12	31944123	31945175	ENSG00000188375
JAKMIP3	10	133918175	133998313	ENSG00000188385
CLEC2A	12	10051272	10084980	ENSG00000188393
IER5L	9	131937835	131940540	ENSG00000188483
H2AFX	11	118964564	118966177	ENSG00000188486
INSC	11	15133970	15268754	ENSG00000188487
C9orf171	9	135285430	135448704	ENSG00000188523
NDOR1	9	140100147	140111461	ENSG00000188566
NANOS1	10	120789228	120793854	ENSG00000188613
PTAR1	9	72324438	72374875	ENSG00000188647
CC2D2B	10	97733786	97792441	ENSG00000188649
IDO2	8	39792133	39873910	ENSG00000188676
UROS	10	127477146	127511817	ENSG00000188690
ZBED6CL	7	150026938	150029808	ENSG00000188707
QRFP	9	133768815	133769225	ENSG00000188710
NOXA1	9	140317802	140328858	ENSG00000188747
RPSAP47	8	81471105	81471992	ENSG00000188856
RPL10AP2	8	48068741	48069394	ENSG00000188873
LRRK2	12	40590546	40763087	ENSG00000188906
PTPLAD2	9	20995306	21031635	ENSG00000188921
FAM120AOS	9	96208776	96215874	ENSG00000188938
C9orf152	9	112952328	112970469	ENSG00000188959
NELFB	9	140149625	140167998	ENSG00000188986
KCTD21	11	77882295	77899868	ENSG00000188997
FAM35DP	10	47379727	47420712	ENSG00000189014
FAM111B	11	58874658	58894883	ENSG00000189057
ARID2	12	46123448	46301823	ENSG00000189079
PLAC9	10	81891438	81905115	ENSG00000189129
ZNF33A	10	38299578	38354016	ENSG00000189180
KRT77	12	53083410	53097247	ENSG00000189182
NUGGC	8	27879481	27941388	ENSG00000189233
TRIM64B	11	89602450	89609185	ENSG00000189253
FAM53B	10	126307861	126432838	ENSG00000189319
C8orf76	8	124232196	124253638	ENSG00000189376
BLOC1S2	10	102033713	102046469	ENSG00000196072
PAX5	9	36833272	37034103	ENSG00000196092
TDRD7	9	100174232	100258407	ENSG00000196116
AKR1C3	10	5077546	5149878	ENSG00000196139
ZNF250	8	146076632	146127553	ENSG00000196150
ZNF79	9	130186661	130207651	ENSG00000196152
COLCA1	11	111164114	111175770	ENSG00000196167
ACADSB	10	124768495	124817827	ENSG00000196177
EEF1A1P5	9	135894816	135896553	ENSG00000196205
LCOR	10	98592017	98740800	ENSG00000196233
IARS	9	94972489	95056038	ENSG00000196305
HIATL2	9	99660348	99775862	ENSG00000196312
ZBTB44	11	130096572	130184581	ENSG00000196323
AKR1CL1	10	5196335	5244449	ENSG00000196326
GIMAP5	7	150419341	150447121	ENSG00000196329
NTNG2	9	135037334	135119921	ENSG00000196358
WDR5	9	137000487	137025093	ENSG00000196363
C9orf163	9	139377947	139380518	ENSG00000196366
FUT4	11	94277017	94283063	ENSG00000196371
ASB13	10	5680830	5708558	ENSG00000196372
ZNF34	8	145998499	146012730	ENSG00000196378
ZNF658	9	40760700	40836415	ENSG00000196409
PPP1R26	9	138370925	138380739	ENSG00000196422
ZNF777	7	149128454	149158214	ENSG00000196453
ZNF775	7	150065879	150109558	ENSG00000196456
MYL6B	12	56546040	56553431	ENSG00000196465
TPK1	7	144149034	144533488	ENSG00000196511
NACA	12	57106212	57125412	ENSG00000196531
LINC00610	11	36290834	36294909	ENSG00000196559
HBG2	11	5274420	5667019	ENSG00000196565
XRCC2	7	152341864	152373250	ENSG00000196584
ZNF782	9	99578754	99637905	ENSG00000196597
MMP1	11	102660651	102668891	ENSG00000196611
RABL6	9	139702374	139735639	ENSG00000196642
TRAPPC4	11	118889142	118896164	ENSG00000196655
ZNF33B	10	43084555	43133992	ENSG00000196693
DAPK1	9	90112143	90323548	ENSG00000196730
COL27A1	9	116917840	117074791	ENSG00000196739
OR52K1	11	4510109	4511138	ENSG00000196778
TLE1	9	84198598	84304220	ENSG00000196781
ZNF239	10	44051792	44070066	ENSG00000196793
MVB12B	9	129089128	129269320	ENSG00000196814
NHLRC2	10	115614420	115676953	ENSG00000196865
CBWD3	9	70856397	70914929	ENSG00000196873
SCN8A	12	51984050	52206648	ENSG00000196876
ARHGEF12	11	120207787	120360645	ENSG00000196914
ZNF252P	8	146198975	146228281	ENSG00000196922
CASP4	11	104813593	104840163	ENSG00000196954
	10	31650356	31688682	ENSG00000196960
FUT11	10	75532049	75540009	ENSG00000196968
ZNF398	7	148823508	148880116	ENSG00000197024
ARRDC1	9	140500106	140509812	ENSG00000197070
PCBP2	12	53835525	53874946	ENSG00000197111
PCNXL3	11	65383244	65404910	ENSG00000197136
ACSL5	10	114133776	114188138	ENSG00000197142
	11	17249817	17250698	ENSG00000197149
ABCB8	7	150725510	150744869	ENSG00000197150
PIWIL2	8	22132810	22215076	ENSG00000197181
C9orf169	9	140119087	140120763	ENSG00000197191
ENTPD4	8	23243296	23315208	ENSG00000197217
GTF2E2	8	30435835	30515768	ENSG00000197265
RAD54B	8	95384188	95487337	ENSG00000197275
SVIL	10	29746267	30025710	ENSG00000197321
MRPL21	11	68658744	68671303	ENSG00000197345
LYPD2	8	143831568	143833952	ENSG00000197353
UAP1L1	9	139971953	139978991	ENSG00000197355
ZNF786	7	148766735	148787874	ENSG00000197362
ZNF517	8	146024261	146036554	ENSG00000197363
COL13A1	10	71561644	71724031	ENSG00000197467
SLC28A3	9	86890372	86955672	ENSG00000197506
SSPO	7	149473131	149531068	ENSG00000197558
TOPORS	9	32540542	32552551	ENSG00000197579
BCO2	11	112046190	112095422	ENSG00000197580
FAR1	11	13690217	13753893	ENSG00000197601
	10	72194585	72196314	ENSG00000197604
MFAP5	12	8789942	8815484	ENSG00000197614
MPEG1	11	58975983	58980424	ENSG00000197629
PDCD1LG2	9	5510545	5571282	ENSG00000197646
SPTAN1	9	131314866	131395941	ENSG00000197694
PARVA	11	12398732	12552348	ENSG00000197702
PHF2	9	96338689	96441869	ENSG00000197724
RPS26	12	56435637	56438116	ENSG00000197728
PSAP	10	73576055	73611126	ENSG00000197746
C9orf173	9	140145713	140147934	ENSG00000197768
MCMBP	10	121588972	121652068	ENSG00000197771
OR52M1	11	4566421	4567374	ENSG00000197790
FAM118B	11	126081309	126132881	ENSG00000197798
CCDC180	9	100000765	100140806	ENSG00000197816
HIST4H4	12	14920933	14924065	ENSG00000197837
SLC22A20	11	64981311	65010228	ENSG00000197847
GPAA1	8	145137493	145141119	ENSG00000197858
ADAMTSL2	9	136397286	136440641	ENSG00000197859
PRB3	12	11418857	11422739	ENSG00000197870
KIF13B	8	28924796	29120641	ENSG00000197892
NRAP	10	115348475	115423886	ENSG00000197893
TEAD4	12	3068496	3149839	ENSG00000197905
RPL12	9	130209953	130213684	ENSG00000197958
VPS13A	9	79792269	80036457	ENSG00000197969
CLEC9A	12	10183276	10218565	ENSG00000197992
NOL8	9	95059640	95087918	ENSG00000198000
IRAK4	12	44152747	44183346	ENSG00000198001
DLGAP2	8	1449532	1656642	ENSG00000198010
ENTPD7	10	101419263	101465997	ENSG00000198018
AGAP9	10	48189612	48237508	ENSG00000198035
MAK16	8	33342268	33358778	ENSG00000198042
PRIM1	12	57125380	57146157	ENSG00000198056
MARCH5	10	94050920	94113721	ENSG00000198060
ZNF248	10	38091751	38147034	ENSG00000198105
TOR4A	9	140172201	140177093	ENSG00000198113
LPAR1	9	113635543	113800981	ENSG00000198121
	12	12264097	12264423	ENSG00000198134
SVIP	11	22835345	22851845	ENSG00000198168
ZNF251	8	145946298	145981802	ENSG00000198169
CLEC4C	12	7882011	7904201	ENSG00000198178
SLC29A3	10	73079015	73123142	ENSG00000198246
ZNF485	10	44101855	44113351	ENSG00000198298
HYLS1	11	125753509	125770543	ENSG00000198331
HOXC4	12	54410715	54449813	ENSG00000198353
ASPH	8	62413116	62627155	ENSG00000198363
UVRAG	11	75526212	75854239	ENSG00000198382
MGEA5	10	103544200	103578696	ENSG00000198408
	9	39443804	39464526	ENSG00000198416
NRARP	9	140194083	140196703	ENSG00000198435
C9orf141	9	139863695	139866442	ENSG00000198454
TPM2	9	35681989	35691017	ENSG00000198467
ZNF511	10	135121979	135166033	ENSG00000198546
CTNND1	11	57520715	57587018	ENSG00000198561
SLC34A3	9	140125209	140131006	ENSG00000198569
ARC	8	143692405	143696833	ENSG00000198576
AKR1C4	10	5237425	5260912	ENSG00000198610
KLHL9	9	21329670	21335379	ENSG00000198642
FAM19A2	12	62102040	62672931	ENSG00000198673
TUSC1	9	25676396	25678856	ENSG00000198680
PAPSS2	10	89419370	89507462	ENSG00000198682
UNC13B	9	35161999	35405335	ENSG00000198722
LDB1	10	103867317	103880210	ENSG00000198728
CTR9	11	10772534	10801290	ENSG00000198730
GRIN3A	9	104331635	104500862	ENSG00000198785
CNOT7	8	17086737	17104387	ENSG00000198791
INPP5F	10	121485609	121588652	ENSG00000198825
TOX	8	59717977	60031767	ENSG00000198846
CD3E	11	118175260	118186890	ENSG00000198851
RUSC2	9	35490124	35561895	ENSG00000198853
C9orf96	9	136243117	136271220	ENSG00000198870
GRK5	10	120967101	121215131	ENSG00000198873
DCAF12	9	34086385	34127397	ENSG00000198876
SFMBT2	10	7200586	7453450	ENSG00000198879
SMC5	9	72873937	72969804	ENSG00000198887
RASGEF1A	10	43689983	43762367	ENSG00000198915
C9orf114	9	131581930	131592100	ENSG00000198917
DCLRE1A	10	115594488	115614142	ENSG00000198924
KIAA1279	10	70748487	70776738	ENSG00000198954
SGMS1	10	52065360	52384923	ENSG00000198964
MIRLET7D	9	96941116	96941202	ENSG00000199133
	7	148086741	148086950	ENSG00000199370
SNORA52	11	811681	811814	ENSG00000199785
	11	47748446	47748544	ENSG00000200090
	10	73980510	73980610	ENSG00000200170
	8	66504966	66505055	ENSG00000200714
	10	99180952	99181064	ENSG00000200737
RNU6-595P	12	62727872	62727978	ENSG00000200814
SNORD14E	11	122928785	122928869	ENSG00000200879
	12	51550651	51550760	ENSG00000200953
RNY1	7	148684228	148684340	ENSG00000201098
RNA5-8SP3	9	111754689	111754849	ENSG00000201227
SNORA65	9	130210780	130210909	ENSG00000201302
	9	136204565	136204661	ENSG00000201451
RN7SKP78	10	6191586	6191903	ENSG00000201581
	12	49321722	49321816	ENSG00000201678
SNORD6	11	93464668	93464740	ENSG00000202314
RNA5SP283	9	66458144	66458262	ENSG00000202474
	11	72477049	72477161	ENSG00000202522
	9	99962757	100000982	ENSG00000203279
	11	124958377	124960411	ENSG00000203306
	11	64657298	64657758	ENSG00000203400
BTBD7P1	10	13198684	13200136	ENSG00000203414
PDCD4-AS1	10	112629626	112631991	ENSG00000203497
SPRN	10	135234170	135382916	ENSG00000203772
FANK1	10	127585108	127698161	ENSG00000203780
METTL10	10	126436718	126480439	ENSG00000203791
RBM20	10	112404155	112599227	ENSG00000203867
	10	111701029	111713649	ENSG00000203876
C9orf37	9	140509784	140513358	ENSG00000203993
LCN8	9	139648838	139652678	ENSG00000204001
IFIT1B	10	91137813	91144962	ENSG00000204010
LIPN	10	90521163	90537999	ENSG00000204020
LINC00963	9	132245730	132275947	ENSG00000204054
	9	131939050	131972827	ENSG00000204055
RUFY2	10	70100864	70167051	ENSG00000204130
GGTA1P	9	124207269	124262306	ENSG00000204136
ASAH2B	10	52499078	52576255	ENSG00000204147
AGAP6	10	51748078	51770259	ENSG00000204149
CTGLF11P	10	47708307	47730235	ENSG00000204150
TIMM23B	10	51371390	51387768	ENSG00000204152
C10orf128	10	50362773	50396630	ENSG00000204161
BMS1P5	10	48901102	48950972	ENSG00000204164
AGAP7	10	51464162	51486327	ENSG00000204169
AGAP10	10	47191844	47239738	ENSG00000204172
SYT15	10	46955444	46971400	ENSG00000204176
BMS1P1	10	46737612	46761205	ENSG00000204177
	11	133902167	133916744	ENSG00000204241
COL15A1	9	101705461	101833069	ENSG00000204291
C9orf129	9	96080481	96108696	ENSG00000204352
SDHD	11	111957497	111990353	ENSG00000204370
LAYN	11	111411005	111432264	ENSG00000204381
CARD16	11	104912053	104972158	ENSG00000204397
TRIM51BP	11	89586008	89596061	ENSG00000204455
SPDYC	11	64937625	64940715	ENSG00000204710
C9orf135	9	72435709	72521148	ENSG00000204711
	9	70181520	70216621	ENSG00000204778
CBWD6	9	69204538	69269662	ENSG00000204790
	8	145104030	145106423	ENSG00000204791
PGM5P1	9	68741234	68809906	ENSG00000204794
ST8SIA6-AS1	10	17428935	17455502	ENSG00000204832
	9	41961615	42019580	ENSG00000204837
MROH6	8	144648357	144655141	ENSG00000204839
FAM201A	9	38620471	38624987	ENSG00000204860
GPR20	8	142366600	142377367	ENSG00000204882
C11orf83	11	62437745	62441159	ENSG00000204922
FAM221B	9	35816388	35828744	ENSG00000204930
ATP6V0E2-AS1	7	149564786	149577699	ENSG00000204934
